calories,avg_heart_rate_element,vrsta_sporta
221,119.0,Biking
225,148.0,Biking
184,125.0,Biking
158,121.0,Biking
252,179.0,Biking
157,132.0,Biking
135,163.0,Biking
122,146.0,Biking
469,118.0,Biking
551,123.0,Biking
25,131.0,Biking
121,169.0,Biking
73,143.0,Biking
948,113.0,Biking
567,146.0,Biking
94,130.0,Biking
40,172.0,Biking
45,132.0,Biking
41,175.0,Biking
57,141.0,Biking
41,176.0,Biking
1,99.0,Biking
31,127.0,Biking
321,126.0,Biking
1389,176.0,Biking
266,128.0,Biking
267,158.0,Biking
87,126.0,Biking
59,123.0,Biking
331,153.0,Biking
501,131.0,Biking
270,137.0,Biking
866,136.0,Biking
1114,134.0,Biking
731,132.0,Biking
830,171.0,Biking
198,127.0,Biking
378,160.0,Biking
373,156.0,Biking
147,137.0,Biking
147,125.0,Biking
11,127.0,Biking
24,169.0,Biking
54,129.0,Biking
26,173.0,Biking
40,128.0,Biking
10,139.0,Biking
26,125.0,Biking
91,163.0,Biking
16,122.0,Biking
858,148.0,Biking
156,121.0,Biking
441,122.0,Biking
105,116.0,Biking
132,160.0,Biking
14,115.0,Biking
122,158.0,Biking
100,140.0,Biking
26,101.0,Biking
31,131.0,Biking
136,129.0,Biking
87,124.0,Biking
72,170.0,Biking
0,125.0,Biking
64,158.0,Biking
41,127.0,Biking
282,124.0,Biking
869,174.0,Biking
401,120.0,Biking
150,165.0,Biking
157,165.0,Biking
73,134.0,Biking
1008,127.0,Biking
304,139.0,Biking
164,163.0,Biking
141,130.0,Biking
161,131.0,Biking
373,127.0,Biking
9,169.0,Biking
75,152.0,Biking
9,170.0,Biking
93,136.0,Biking
117,147.0,Biking
8,163.0,Biking
125,134.0,Biking
0,114.0,Biking
163,149.0,Biking
150,128.0,Biking
215,164.0,Biking
19,137.0,Biking
15,122.0,Biking
157,160.0,Biking
43,120.0,Biking
285,138.0,Biking
1503,,Biking
308,123.0,Biking
341,103.0,Biking
90,136.0,Biking
17,112.0,Biking
82,134.0,Biking
15,113.0,Biking
79,133.0,Biking
15,110.0,Biking
203,106.0,Biking
779,135.0,Biking
753,131.0,Biking
183,139.0,Biking
131,121.0,Biking
93,101.0,Biking
5,104.0,Biking
10,155.0,Biking
14,169.0,Biking
74,181.0,Biking
89,132.0,Biking
1271,163.0,Biking
119,121.0,Biking
112,130.0,Biking
8,116.0,Biking
47,114.0,Biking
1257,119.0,Biking
75,129.0,Biking
19,116.0,Biking
6,166.0,Biking
43,138.0,Biking
68,144.0,Biking
10,174.0,Biking
3,142.0,Biking
105,129.0,Biking
283,124.0,Biking
0,,Biking
52,130.0,Biking
79,128.0,Biking
126,124.0,Biking
178,163.0,Biking
75,124.0,Biking
133,124.0,Biking
215,134.0,Biking
85,126.0,Biking
480,138.0,Biking
521,115.0,Biking
148,116.0,Biking
201,154.0,Biking
179,151.0,Biking
83,110.0,Biking
245,115.0,Biking
899,132.0,Biking
473,136.0,Biking
263,120.0,Biking
116,112.0,Biking
64,109.0,Biking
833,125.0,Biking
256,122.0,Biking
683,132.0,Biking
1000,176.0,Biking
68,138.0,Biking
301,117.0,Biking
51,176.0,Biking
35,176.0,Biking
89,149.0,Biking
41,179.0,Biking
52,140.0,Biking
53,174.0,Biking
63,139.0,Biking
42,172.0,Biking
47,139.0,Biking
3,158.0,Biking
112,164.0,Biking
21,128.0,Biking
993,117.0,Biking
29,128.0,Biking
833,170.0,Biking
45,131.0,Biking
89,134.0,Biking
62,171.0,Biking
68,132.0,Biking
73,133.0,Biking
668,123.0,Biking
112,130.0,Biking
52,139.0,Biking
25,171.0,Biking
22,139.0,Biking
56,128.0,Biking
167,138.0,Biking
22,158.0,Biking
117,115.0,Biking
193,163.0,Biking
257,144.0,Biking
1084,133.0,Biking
940,173.0,Biking
98,132.0,Biking
159,130.0,Biking
136,165.0,Biking
42,134.0,Biking
122,161.0,Biking
26,131.0,Biking
126,113.0,Biking
206,132.0,Biking
0,86.0,Biking
21,111.0,Biking
289,169.0,Biking
41,139.0,Biking
387,117.0,Biking
194,126.0,Biking
11,158.0,Biking
5,127.0,Biking
35,157.0,Biking
57,164.0,Biking
37,134.0,Biking
820,,Biking
625,132.0,Biking
210,132.0,Biking
77,176.0,Biking
809,125.0,Biking
161,148.0,Biking
5,127.0,Biking
1804,139.0,Biking
630,130.0,Biking
1775,136.0,Biking
78,130.0,Biking
238,131.0,Biking
111,174.0,Biking
70,158.0,Biking
205,147.0,Biking
184,133.0,Biking
138,172.0,Biking
101,172.0,Biking
46,140.0,Biking
98,176.0,Biking
157,170.0,Biking
129,136.0,Biking
1199,137.0,Biking
589,128.0,Biking
262,119.0,Biking
506,143.0,Biking
158,126.0,Biking
443,143.0,Biking
420,116.0,Biking
247,117.0,Biking
389,144.0,Biking
79,126.0,Biking
145,121.0,Biking
100,162.0,Biking
11,139.0,Biking
3,134.0,Biking
42,157.0,Biking
33,165.0,Biking
61,118.0,Biking
64,110.0,Biking
189,119.0,Biking
93,132.0,Biking
473,136.0,Biking
237,132.0,Biking
0,162.0,Biking
30,171.0,Biking
26,173.0,Biking
20,167.0,Biking
117,151.0,Biking
84,144.0,Biking
88,120.0,Biking
353,134.0,Biking
311,114.0,Biking
1146,128.0,Biking
268,132.0,Biking
185,134.0,Biking
154,140.0,Biking
14,93.0,Biking
252,135.0,Biking
77,118.0,Biking
216,131.0,Biking
19,140.0,Biking
21,132.0,Biking
20,150.0,Biking
20,137.0,Biking
17,158.0,Biking
19,145.0,Biking
122,135.0,Biking
225,138.0,Biking
235,131.0,Biking
573,135.0,Biking
145,135.0,Biking
919,133.0,Biking
154,124.0,Biking
54,174.0,Biking
38,129.0,Biking
63,163.0,Biking
30,133.0,Biking
91,160.0,Biking
687,147.0,Biking
1001,130.0,Biking
204,155.0,Biking
179,175.0,Biking
15,128.0,Biking
353,133.0,Biking
147,122.0,Biking
16,137.0,Biking
17,148.0,Biking
130,126.0,Biking
105,130.0,Biking
154,165.0,Biking
38,132.0,Biking
16,135.0,Biking
54,120.0,Biking
22,124.0,Biking
110,134.0,Biking
79,119.0,Biking
243,169.0,Biking
373,121.0,Biking
261,134.0,Biking
104,174.0,Biking
115,143.0,Biking
70,167.0,Biking
115,175.0,Biking
87,128.0,Biking
319,139.0,Biking
152,176.0,Biking
145,132.0,Biking
29,138.0,Biking
33,140.0,Biking
36,145.0,Biking
0,140.0,Biking
33,133.0,Biking
72,140.0,Biking
152,137.0,Biking
421,182.0,Biking
48,169.0,Biking
6,137.0,Biking
14,168.0,Biking
82,135.0,Biking
15,98.0,Biking
210,141.0,Biking
10,148.0,Biking
177,139.0,Biking
36,129.0,Biking
461,135.0,Biking
1021,134.0,Biking
222,132.0,Biking
336,115.0,Biking
315,130.0,Biking
462,132.0,Biking
274,129.0,Biking
157,134.0,Biking
858,125.0,Biking
132,,Biking
289,,Biking
115,115.0,Biking
1694,128.0,Biking
167,117.0,Biking
203,128.0,Biking
27,166.0,Biking
26,170.0,Biking
231,133.0,Biking
927,135.0,Biking
189,150.0,Biking
161,172.0,Biking
115,126.0,Biking
591,130.0,Biking
717,122.0,Biking
357,139.0,Biking
42,170.0,Biking
105,145.0,Biking
225,129.0,Biking
146,113.0,Biking
61,165.0,Biking
15,109.0,Biking
31,122.0,Biking
50,165.0,Biking
52,113.0,Biking
321,142.0,Biking
1616,131.0,Biking
947,141.0,Biking
151,126.0,Biking
126,131.0,Biking
720,114.0,Biking
846,127.0,Biking
45,135.0,Biking
57,146.0,Biking
53,136.0,Biking
164,134.0,Biking
1842,131.0,Biking
291,126.0,Biking
164,124.0,Biking
268,124.0,Biking
114,125.0,Biking
267,156.0,Biking
32,110.0,Biking
332,132.0,Biking
9,130.0,Biking
80,129.0,Biking
105,133.0,Biking
215,131.0,Biking
296,175.0,Biking
306,116.0,Biking
121,121.0,Biking
104,125.0,Biking
161,124.0,Biking
404,141.0,Biking
82,175.0,Biking
104,113.0,Biking
715,143.0,Biking
1540,158.0,Biking
1531,128.0,Biking
164,174.0,Biking
399,135.0,Biking
21,159.0,Biking
177,169.0,Biking
106,131.0,Biking
170,165.0,Biking
178,163.0,Biking
226,140.0,Biking
267,173.0,Biking
173,142.0,Biking
238,166.0,Biking
62,127.0,Biking
184,168.0,Biking
170,163.0,Biking
21,127.0,Biking
921,133.0,Biking
858,132.0,Biking
198,133.0,Biking
27,175.0,Biking
68,142.0,Biking
94,132.0,Biking
221,163.0,Biking
84,139.0,Biking
215,158.0,Biking
54,127.0,Biking
263,132.0,Biking
70,143.0,Biking
105,155.0,Biking
61,132.0,Biking
36,150.0,Biking
154,163.0,Biking
261,176.0,Biking
166,122.0,Biking
37,136.0,Biking
42,144.0,Biking
14,175.0,Biking
973,134.0,Biking
456,112.0,Biking
368,127.0,Biking
257,125.0,Biking
894,125.0,Biking
909,134.0,Biking
100,122.0,Biking
29,167.0,Biking
5,135.0,Biking
10,148.0,Biking
40,116.0,Biking
1187,138.0,Biking
54,158.0,Biking
146,175.0,Biking
601,139.0,Biking
166,136.0,Biking
815,125.0,Biking
1156,128.0,Biking
42,171.0,Biking
50,146.0,Biking
857,132.0,Biking
567,124.0,Biking
72,147.0,Biking
151,171.0,Biking
314,127.0,Biking
494,122.0,Biking
253,121.0,Biking
54,167.0,Biking
46,168.0,Biking
251,125.0,Biking
1,158.0,Biking
174,115.0,Biking
84,131.0,Biking
40,135.0,Biking
94,131.0,Biking
105,174.0,Biking
30,117.0,Biking
98,179.0,Biking
95,137.0,Biking
736,135.0,Biking
57,175.0,Biking
84,142.0,Biking
30,128.0,Biking
259,132.0,Biking
368,144.0,Biking
0,,Biking
115,126.0,Biking
167,169.0,Biking
121,171.0,Biking
21,123.0,Biking
84,169.0,Biking
45,166.0,Biking
50,125.0,Biking
231,134.0,Biking
530,132.0,Biking
231,128.0,Biking
14,151.0,Biking
252,130.0,Biking
47,163.0,Biking
316,129.0,Biking
621,116.0,Biking
261,120.0,Biking
32,139.0,Biking
53,128.0,Biking
43,169.0,Biking
36,141.0,Biking
188,127.0,Biking
842,149.0,Biking
441,120.0,Biking
1361,126.0,Biking
147,125.0,Biking
324,154.0,Biking
105,122.0,Biking
335,158.0,Biking
22,115.0,Biking
831,121.0,Biking
1777,,Biking
691,137.0,Biking
1656,139.0,Biking
1230,135.0,Biking
367,145.0,Biking
499,124.0,Biking
1694,134.0,Biking
267,129.0,Biking
29,132.0,Biking
105,167.0,Biking
62,122.0,Biking
26,135.0,Biking
26,141.0,Biking
96,174.0,Biking
96,172.0,Biking
24,138.0,Biking
46,126.0,Biking
168,166.0,Biking
320,163.0,Biking
136,160.0,Biking
398,135.0,Biking
125,129.0,Biking
141,129.0,Biking
41,135.0,Biking
32,136.0,Biking
873,170.0,Biking
1178,157.0,Biking
679,113.0,Biking
119,119.0,Biking
0,115.0,Biking
26,126.0,Biking
48,138.0,Biking
80,139.0,Biking
617,146.0,Biking
156,120.0,Biking
637,121.0,Biking
610,142.0,Biking
85,121.0,Biking
196,121.0,Biking
215,149.0,Biking
31,118.0,Biking
425,133.0,Biking
0,162.0,Biking
40,142.0,Biking
250,115.0,Biking
141,138.0,Biking
68,138.0,Biking
138,166.0,Biking
122,131.0,Biking
137,127.0,Biking
53,132.0,Biking
8,153.0,Biking
29,164.0,Biking
1,121.0,Biking
24,114.0,Biking
1122,161.0,Biking
194,137.0,Biking
93,175.0,Biking
131,130.0,Biking
15,136.0,Biking
46,178.0,Biking
108,156.0,Biking
182,132.0,Biking
169,139.0,Biking
59,142.0,Biking
72,160.0,Biking
120,139.0,Biking
83,116.0,Biking
367,174.0,Biking
10,111.0,Biking
817,168.0,Biking
378,134.0,Biking
252,124.0,Biking
0,106.0,Biking
366,122.0,Biking
325,130.0,Biking
121,126.0,Biking
68,120.0,Biking
337,154.0,Biking
41,134.0,Biking
252,114.0,Biking
353,143.0,Biking
1027,125.0,Biking
275,132.0,Biking
14,159.0,Biking
0,136.0,Biking
91,132.0,Biking
243,133.0,Biking
26,166.0,Biking
6,150.0,Biking
66,126.0,Biking
137,119.0,Biking
1599,130.0,Biking
1250,172.0,Biking
331,130.0,Biking
137,167.0,Biking
99,167.0,Biking
48,124.0,Biking
157,123.0,Biking
304,148.0,Biking
1225,167.0,Biking
258,116.0,Biking
258,137.0,Biking
4,154.0,Biking
21,168.0,Biking
231,137.0,Biking
259,170.0,Biking
196,127.0,Biking
241,129.0,Biking
354,125.0,Biking
846,141.0,Biking
33,117.0,Biking
167,144.0,Biking
37,179.0,Biking
108,148.0,Biking
100,145.0,Biking
89,128.0,Biking
104,159.0,Biking
91,155.0,Biking
14,122.0,Biking
78,136.0,Biking
74,133.0,Biking
79,134.0,Biking
12,122.0,Biking
93,126.0,Biking
212,141.0,Biking
131,169.0,Biking
115,146.0,Biking
142,170.0,Biking
210,128.0,Biking
863,130.0,Biking
199,115.0,Biking
557,132.0,Biking
135,121.0,Biking
47,169.0,Biking
26,175.0,Biking
50,118.0,Biking
799,125.0,Biking
148,125.0,Biking
6,109.0,Biking
0,105.0,Biking
0,125.0,Biking
57,130.0,Biking
367,175.0,Biking
205,132.0,Biking
251,141.0,Biking
43,166.0,Biking
210,134.0,Biking
130,120.0,Biking
459,131.0,Biking
38,166.0,Biking
11,138.0,Biking
116,139.0,Biking
35,162.0,Biking
82,126.0,Biking
209,142.0,Biking
51,142.0,Biking
141,173.0,Biking
19,120.0,Biking
24,136.0,Biking
204,136.0,Biking
210,169.0,Biking
195,167.0,Biking
94,133.0,Biking
763,139.0,Biking
1058,134.0,Biking
117,128.0,Biking
119,134.0,Biking
42,137.0,Biking
37,123.0,Biking
90,144.0,Biking
119,177.0,Biking
36,131.0,Biking
148,168.0,Biking
109,170.0,Biking
38,115.0,Biking
103,113.0,Biking
871,124.0,Biking
284,127.0,Biking
42,134.0,Biking
95,170.0,Biking
120,168.0,Biking
96,124.0,Biking
110,130.0,Biking
177,163.0,Biking
127,166.0,Biking
54,136.0,Biking
64,115.0,Biking
0,77.0,Biking
161,126.0,Biking
37,137.0,Biking
168,133.0,Biking
38,114.0,Biking
259,119.0,Biking
0,,Biking
57,174.0,Biking
42,138.0,Biking
43,168.0,Biking
140,136.0,Biking
268,168.0,Biking
267,169.0,Biking
305,156.0,Biking
69,123.0,Biking
300,155.0,Biking
819,124.0,Biking
148,121.0,Biking
373,141.0,Biking
369,139.0,Biking
863,132.0,Biking
442,117.0,Biking
159,126.0,Biking
133,112.0,Biking
10,124.0,Biking
11,115.0,Biking
72,127.0,Biking
30,104.0,Biking
220,128.0,Biking
812,132.0,Biking
630,138.0,Biking
131,123.0,Biking
124,156.0,Biking
115,173.0,Biking
111,173.0,Biking
116,163.0,Biking
87,119.0,Biking
121,130.0,Biking
25,,Biking
93,132.0,Biking
12,166.0,Biking
284,129.0,Biking
135,157.0,Biking
98,126.0,Biking
17,126.0,Biking
43,136.0,Biking
157,155.0,Biking
811,124.0,Biking
468,135.0,Biking
112,131.0,Biking
732,170.0,Biking
346,170.0,Biking
15,118.0,Biking
636,124.0,Biking
61,119.0,Biking
58,168.0,Biking
153,180.0,Biking
153,179.0,Biking
152,179.0,Biking
124,135.0,Biking
36,134.0,Biking
1653,168.0,Biking
189,133.0,Biking
153,127.0,Biking
279,122.0,Biking
290,128.0,Biking
319,130.0,Biking
878,130.0,Biking
557,134.0,Biking
110,127.0,Biking
241,150.0,Biking
156,129.0,Biking
24,173.0,Biking
115,138.0,Biking
78,132.0,Biking
99,127.0,Biking
826,131.0,Biking
442,127.0,Biking
36,,Biking
1216,,Biking
200,139.0,Biking
15,166.0,Biking
157,143.0,Biking
83,134.0,Biking
42,141.0,Biking
226,113.0,Biking
1567,138.0,Biking
36,157.0,Biking
1,173.0,Biking
0,151.0,Biking
136,133.0,Biking
36,141.0,Biking
30,173.0,Biking
31,148.0,Biking
21,134.0,Biking
73,127.0,Biking
246,172.0,Biking
815,172.0,Biking
1208,125.0,Biking
169,137.0,Biking
52,153.0,Biking
99,178.0,Biking
188,137.0,Biking
451,124.0,Biking
105,117.0,Biking
80,166.0,Biking
847,132.0,Biking
166,127.0,Biking
106,174.0,Biking
58,122.0,Biking
20,134.0,Biking
52,165.0,Biking
53,117.0,Biking
204,141.0,Biking
129,171.0,Biking
125,145.0,Biking
130,174.0,Biking
78,144.0,Biking
69,165.0,Biking
36,119.0,Biking
310,136.0,Biking
573,130.0,Biking
131,,Biking
1143,170.0,Biking
184,133.0,Biking
303,166.0,Biking
37,124.0,Biking
185,165.0,Biking
100,139.0,Biking
21,125.0,Biking
233,131.0,Biking
52,137.0,Biking
64,129.0,Biking
175,129.0,Biking
411,135.0,Biking
294,133.0,Biking
164,130.0,Biking
2852,,Biking
221,132.0,Biking
2145,136.0,Biking
510,122.0,Biking
469,124.0,Biking
110,170.0,Biking
142,146.0,Biking
111,146.0,Biking
50,140.0,Biking
122,136.0,Biking
32,179.0,Biking
64,130.0,Biking
109,131.0,Biking
289,125.0,Biking
105,131.0,Biking
382,127.0,Biking
163,132.0,Biking
26,134.0,Biking
35,163.0,Biking
89,131.0,Biking
77,118.0,Biking
5,107.0,Biking
5,101.0,Biking
22,124.0,Biking
80,142.0,Biking
445,126.0,Biking
5,107.0,Biking
905,123.0,Biking
157,112.0,Biking
1069,164.0,Biking
201,134.0,Biking
115,135.0,Biking
148,130.0,Biking
96,124.0,Biking
308,127.0,Biking
235,125.0,Biking
246,158.0,Biking
46,120.0,Biking
167,131.0,Biking
57,121.0,Biking
938,129.0,Biking
900,136.0,Biking
100,121.0,Biking
252,132.0,Biking
1868,124.0,Biking
87,171.0,Biking
33,137.0,Biking
84,175.0,Biking
26,142.0,Biking
47,174.0,Biking
1205,160.0,Biking
179,127.0,Biking
131,119.0,Biking
2398,157.0,Biking
193,180.0,Biking
104,137.0,Biking
189,178.0,Biking
78,139.0,Biking
199,171.0,Biking
99,147.0,Biking
251,125.0,Biking
822,115.0,Biking
267,180.0,Biking
169,132.0,Biking
78,130.0,Biking
200,115.0,Biking
147,126.0,Biking
169,127.0,Biking
273,120.0,Biking
646,122.0,Biking
914,125.0,Biking
405,121.0,Biking
116,124.0,Biking
533,122.0,Biking
131,123.0,Biking
12,164.0,Biking
5,152.0,Biking
52,114.0,Biking
163,136.0,Biking
50,142.0,Biking
204,124.0,Biking
396,139.0,Biking
315,136.0,Biking
257,174.0,Biking
101,127.0,Biking
12,128.0,Biking
1815,,Biking
80,127.0,Biking
1058,124.0,Biking
837,128.0,Biking
622,138.0,Biking
156,165.0,Biking
148,132.0,Biking
89,124.0,Biking
69,173.0,Biking
24,132.0,Biking
72,178.0,Biking
100,174.0,Biking
804,139.0,Biking
648,127.0,Biking
0,,Biking
1,64.0,Biking
26,142.0,Biking
267,142.0,Biking
210,160.0,Biking
62,127.0,Biking
32,123.0,Biking
235,115.0,Biking
141,130.0,Biking
33,133.0,Biking
31,135.0,Biking
110,164.0,Biking
80,124.0,Biking
1847,130.0,Biking
732,167.0,Biking
35,134.0,Biking
398,127.0,Biking
109,153.0,Biking
1464,169.0,Biking
70,168.0,Biking
78,125.0,Biking
201,129.0,Biking
158,154.0,Biking
4,150.0,Biking
1615,,Biking
287,124.0,Biking
1063,136.0,Biking
1108,166.0,Biking
199,118.0,Biking
205,132.0,Biking
52,126.0,Biking
57,122.0,Biking
1378,134.0,Biking
248,124.0,Biking
208,122.0,Biking
252,158.0,Biking
84,124.0,Biking
56,127.0,Biking
763,132.0,Biking
0,,Biking
235,132.0,Biking
132,165.0,Biking
130,155.0,Biking
214,151.0,Biking
1809,131.0,Biking
127,126.0,Biking
615,150.0,Biking
105,128.0,Biking
30,129.0,Biking
63,158.0,Biking
56,137.0,Biking
883,135.0,Biking
73,132.0,Biking
162,136.0,Biking
147,117.0,Biking
424,125.0,Biking
405,134.0,Biking
205,129.0,Biking
252,151.0,Biking
167,148.0,Biking
78,147.0,Biking
40,175.0,Biking
31,172.0,Biking
103,143.0,Biking
91,140.0,Biking
273,128.0,Biking
148,143.0,Biking
136,143.0,Biking
150,145.0,Biking
136,138.0,Biking
109,124.0,Biking
178,143.0,Biking
542,,Biking
409,154.0,Biking
178,114.0,Biking
121,121.0,Biking
180,134.0,Biking
136,176.0,Biking
51,129.0,Biking
848,134.0,Biking
163,126.0,Biking
251,130.0,Biking
795,120.0,Biking
138,133.0,Biking
53,133.0,Biking
140,155.0,Biking
15,128.0,Biking
10,163.0,Biking
10,165.0,Biking
157,139.0,Biking
125,179.0,Biking
89,153.0,Biking
119,178.0,Biking
32,138.0,Biking
96,132.0,Biking
85,137.0,Biking
105,136.0,Biking
37,131.0,Biking
2517,135.0,Biking
943,,Biking
615,121.0,Biking
1608,,Biking
985,177.0,Biking
504,139.0,Biking
417,126.0,Biking
189,122.0,Biking
99,132.0,Biking
1857,129.0,Biking
557,134.0,Biking
105,122.0,Biking
0,140.0,Biking
75,134.0,Biking
321,130.0,Biking
426,137.0,Biking
636,128.0,Biking
215,125.0,Biking
3,145.0,Biking
59,136.0,Biking
84,139.0,Biking
141,122.0,Biking
1677,133.0,Biking
136,169.0,Biking
50,130.0,Biking
31,121.0,Biking
140,170.0,Biking
266,153.0,Biking
430,138.0,Biking
243,134.0,Biking
642,127.0,Biking
858,174.0,Biking
206,126.0,Biking
1190,169.0,Biking
168,104.0,Biking
687,139.0,Biking
279,114.0,Biking
851,172.0,Biking
230,127.0,Biking
142,124.0,Biking
51,171.0,Biking
99,130.0,Biking
43,120.0,Biking
53,169.0,Biking
704,129.0,Biking
220,138.0,Biking
78,138.0,Biking
191,128.0,Biking
352,135.0,Biking
126,146.0,Biking
200,134.0,Biking
48,171.0,Biking
33,134.0,Biking
170,132.0,Biking
280,172.0,Biking
259,134.0,Biking
582,129.0,Biking
70,138.0,Biking
226,120.0,Biking
332,117.0,Biking
236,135.0,Biking
343,163.0,Biking
80,130.0,Biking
106,136.0,Biking
43,152.0,Biking
56,137.0,Biking
5,161.0,Biking
42,139.0,Biking
48,169.0,Biking
87,139.0,Biking
26,136.0,Biking
27,145.0,Biking
143,133.0,Biking
112,162.0,Biking
116,135.0,Biking
136,130.0,Biking
110,123.0,Biking
47,122.0,Biking
37,167.0,Biking
75,143.0,Biking
930,127.0,Biking
241,124.0,Biking
31,149.0,Biking
63,168.0,Biking
63,167.0,Biking
164,175.0,Biking
167,178.0,Biking
5,167.0,Biking
5,161.0,Biking
43,160.0,Biking
80,130.0,Biking
568,122.0,Biking
210,118.0,Biking
880,141.0,Biking
5,98.0,Biking
109,126.0,Biking
231,123.0,Biking
75,169.0,Biking
93,131.0,Biking
178,127.0,Biking
245,122.0,Biking
1095,133.0,Biking
326,130.0,Biking
687,89.0,Biking
240,134.0,Biking
1171,138.0,Biking
182,141.0,Biking
199,145.0,Biking
83,170.0,Biking
268,131.0,Biking
87,119.0,Biking
824,176.0,Biking
231,130.0,Biking
147,135.0,Biking
427,116.0,Biking
287,160.0,Biking
209,121.0,Biking
868,126.0,Biking
121,114.0,Biking
1495,131.0,Biking
2096,135.0,Biking
1392,125.0,Biking
248,124.0,Biking
110,144.0,Biking
110,145.0,Biking
121,167.0,Biking
156,127.0,Biking
1638,132.0,Biking
1652,127.0,Biking
1317,141.0,Biking
12,127.0,Biking
46,139.0,Biking
73,169.0,Biking
382,138.0,Biking
226,132.0,Biking
287,125.0,Biking
0,76.0,Biking
5,120.0,Biking
111,113.0,Biking
126,121.0,Biking
27,123.0,Biking
147,152.0,Biking
774,122.0,Biking
951,129.0,Biking
363,128.0,Biking
438,121.0,Biking
180,124.0,Biking
58,169.0,Biking
69,141.0,Biking
53,144.0,Biking
61,122.0,Biking
326,175.0,Biking
168,153.0,Biking
89,148.0,Biking
247,124.0,Biking
846,136.0,Biking
1387,110.0,Biking
1190,131.0,Biking
247,113.0,Biking
57,149.0,Biking
53,164.0,Biking
98,108.0,Biking
31,125.0,Biking
16,120.0,Biking
14,117.0,Biking
25,156.0,Biking
20,161.0,Biking
117,126.0,Biking
227,132.0,Biking
93,163.0,Biking
159,130.0,Biking
315,120.0,Biking
1005,172.0,Biking
3122,,Biking
730,168.0,Biking
1264,127.0,Biking
778,172.0,Biking
517,137.0,Biking
264,117.0,Biking
345,133.0,Biking
419,128.0,Biking
868,137.0,Biking
254,107.0,Biking
220,145.0,Biking
52,132.0,Biking
842,175.0,Biking
622,123.0,Biking
94,180.0,Biking
87,125.0,Biking
800,125.0,Biking
824,171.0,Biking
15856,,
24355,,
17104,,
24779,,
18358,,
20095,,
19628,,
17189,,
26984,,
16914,,
13564,,
9227,,
10044,,
9323,,
5099,,
14764,,
23645,,
21881,,
20052,,
46737,,
23830,,
21326,,
23583,,
16903,,
18342,,
16461,,
14318,,
19821,,
26696,,
25288,,
20972,,
26776,,
25361,,
18705,,
23519,,
5724,,
14944,,
18798,,
18030,,
19650,,
29146,,
34539,,
25333,,
27862,,
25391,,
29416,,
16358,,
7095,,
13058,,
11297,,
19347,,
24128,,
35238,,
32024,,
30305,,
30630,,
29156,,
28093,,
16356,,
16556,,
25442,,
13691,,
26137,,
26605,,
32111,,
26328,,
30374,,
32849,,
27979,,
12914,,
19453,,
19030,,
16617,,
19017,,
9276,,
14137,,
